1066, 183, 0, 1046, 256, 10, 1015, 326, 7, 995, 382, 1, 995, 427, -5, 937, 324, 0, 883, 299, 3, 902, 280, 5, 926, 280, 5, 922, 287, -9, 880, 261, 3, 900, 245, 8, 925, 248, 6, 915, 243, -15, 878, 227, -3, 899, 213, 6, 923, 215, 8, 913, 198, -20, 879, 196, -10, 900, 186, 3, 923, 185, 12
952, 221, 0, 927, 292, 3, 892, 359, -4, 867, 414, -13, 859, 460, -25, 812, 356, -9, 762, 322, -14, 782, 301, -19, 810, 298, -23, 798, 317, -16, 762, 282, -14, 786, 266, -13, 815, 268, -16, 792, 272, -21, 763, 248, -19, 785, 235, -11, 811, 238, -9, 792, 227, -27, 765, 216, -26, 790, 207, -16, 813, 208, -7
827, 215, 0, 792, 287, 4, 752, 350, -3, 724, 403, -13, 708, 447, -26, 679, 333, -10, 648, 303, -19, 673, 283, -30, 702, 280, -37, 663, 290, -18, 640, 256, -15, 665, 243, -16, 693, 245, -22, 661, 241, -24, 641, 214, -20, 664, 204, -13, 690, 207, -13, 665, 193, -30, 645, 173, -26, 670, 168, -15, 693, 172, -7
707, 289, 0, 685, 356, 0, 650, 415, -9, 626, 465, -19, 617, 506, -31, 565, 389, -5, 565, 379, -13, 591, 368, -27, 611, 362, -37, 554, 344, -11, 561, 339, -8, 585, 334, -15, 604, 330, -23, 556, 301, -15, 563, 302, -11, 584, 300, -8, 604, 297, -10, 563, 263, -21, 568, 267, -17, 591, 267, -8, 608, 267, -1
632, 315, 0, 616, 380, -4, 584, 435, -13, 558, 480, -22, 547, 518, -33, 491, 410, -10, 506, 397, -16, 532, 386, -27, 549, 380, -37, 477, 367, -13, 497, 359, -10, 521, 353, -16, 539, 350, -24, 477, 324, -16, 496, 321, -14, 519, 319, -13, 537, 318, -16, 484, 284, -19, 498, 284, -19, 521, 285, -13, 537, 285, -8
493, 259, 0, 491, 330, -5, 466, 390, -10, 444, 438, -17, 435, 476, -25, 370, 368, -7, 389, 361, -10, 412, 349, -18, 424, 340, -25, 351, 326, -10, 375, 323, -3, 397, 316, -7, 411, 309, -15, 348, 284, -11, 369, 285, -8, 391, 281, -7, 407, 277, -11, 351, 244, -13, 369, 248, -12, 392, 248, -7, 407, 245, -4
620, 290, 0, 600, 356, -3, 563, 413, -11, 535, 461, -20, 521, 501, -30, 467, 389, -4, 470, 366, -10, 498, 354, -23, 520, 353, -32, 454, 343, -8, 460, 328, -5, 485, 322, -11, 509, 322, -19, 456, 298, -12, 463, 290, -9, 486, 286, -8, 510, 288, -10, 465, 256, -16, 472, 252, -15, 496, 253, -9, 516, 256, -3
834, 298, 0, 810, 364, -1, 770, 423, -11, 743, 474, -22, 732, 518, -35, 690, 408, -9, 661, 373, -21, 687, 361, -34, 712, 365, -43, 680, 365, -15, 662, 338, -18, 688, 328, -24, 713, 332, -30, 681, 319, -20, 666, 304, -23, 689, 297, -19, 714, 299, -17, 686, 276, -25, 669, 273, -26, 693, 268, -17, 714, 269, -8
936, 260, 0, 912, 326, 0, 873, 387, -9, 850, 439, -19, 842, 483, -30, 802, 383, -15, 757, 344, -23, 781, 330, -31, 806, 333, -37, 792, 343, -21, 758, 311, -22, 783, 300, -23, 807, 304, -26, 791, 299, -26, 762, 278, -26, 785, 269, -19, 808, 272, -17, 794, 256, -31, 768, 249, -32, 792, 242, -22, 814, 243, -14
992, 228, 0, 967, 293, -1, 925, 357, -10, 902, 411, -21, 897, 458, -32, 865, 353, -21, 808, 318, -33, 830, 304, -42, 857, 307, -48, 857, 312, -28, 810, 283, -32, 833, 272, -31, 858, 275, -34, 855, 267, -34, 820, 247, -36, 839, 238, -28, 862, 240, -24, 856, 222, -40, 827, 214, -42, 849, 207, -31, 870, 208, -22
1023, 173, 0, 990, 229, 0, 936, 295, -12, 909, 350, -25, 903, 402, -38, 926, 312, -43, 837, 270, -68, 861, 250, -73, 891, 259, -73, 939, 274, -55, 844, 227, -76, 870, 216, -68, 899, 229, -64, 947, 229, -66, 857, 192, -86, 884, 183, -68, 913, 195, -56, 953, 182, -77, 877, 160, -91, 900, 155, -80, 929, 163, -71
1065, 130, 0, 1006, 213, -11, 969, 297, -28, 957, 362, -45, 957, 416, -61, 1026, 309, -48, 918, 279, -80, 939, 249, -91, 972, 256, -95, 1049, 259, -59, 929, 230, -87, 959, 215, -83, 994, 222, -81, 1062, 209, -71, 947, 188, -97, 973, 178, -82, 1008, 187, -72, 1065, 161, -84, 972, 151, -101, 992, 145, -93, 1028, 149, -85
1092, 116, 0, 1043, 208, -16, 1020, 298, -36, 1020, 367, -54, 1040, 422, -72, 1072, 286, -62, 952, 274, -94, 970, 242, -104, 1007, 243, -107, 1083, 230, -71, 952, 225, -99, 980, 207, -93, 1016, 207, -91, 1083, 178, -80, 961, 179, -107, 986, 167, -91, 1023, 169, -80, 1074, 131, -91, 977, 139, -109, 998, 132, -99, 1035, 130, -91
578, 149, 0, 591, 202, -36, 570, 259, -53, 547, 304, -64, 524, 345, -71, 499, 232, -62, 585, 224, -90, 588, 218, -103, 565, 217, -112, 485, 180, -57, 604, 173, -76, 591, 178, -74, 552, 179, -77, 494, 133, -54, 601, 131, -71, 591, 136, -55, 556, 138, -45, 513, 88, -57, 593, 89, -77, 587, 99, -76, 559, 103, -72
584, 107, 0, 593, 170, -25, 593, 237, -39, 587, 290, -51, 576, 343, -62, 558, 222, -44, 661, 214, -71, 642, 198, -90, 607, 196, -106, 554, 172, -48, 673, 166, -66, 643, 159, -71, 608, 160, -82, 561, 124, -55, 674, 121, -70, 645, 113, -62, 610, 118, -61, 575, 81, -66, 665, 82, -83, 644, 80, -84, 611, 81, -86
514, 88, 0, 527, 158, -9, 573, 236, -22, 601, 292, -34, 601, 340, -41, 588, 226, -45, 683, 223, -68, 661, 208, -74, 628, 205, -76, 598, 176, -52, 694, 180, -66, 666, 169, -59, 632, 167, -56, 609, 127, -58, 694, 137, -67, 667, 128, -48, 635, 125, -37, 619, 82, -65, 687, 99, -64, 662, 92, -46, 632, 86, -35
546, 139, 0, 566, 221, 5, 608, 290, 0, 636, 347, -6, 637, 393, -11, 674, 285, -6, 732, 270, -8, 711, 250, -10, 682, 248, -12, 693, 240, -13, 736, 228, -1, 714, 213, 4, 687, 211, 2, 703, 191, -19, 735, 187, -6, 716, 176, 6, 688, 174, 7, 706, 146, -25, 727, 150, -12, 706, 143, 2, 683, 140, 11
622, 150, 0, 627, 236, -7, 658, 303, -16, 678, 358, -25, 677, 406, -33, 753, 301, -10, 738, 290, -18, 714, 273, -30, 699, 263, -40, 774, 257, -14, 756, 252, -11, 733, 240, -15, 716, 230, -24, 781, 210, -16, 763, 211, -14, 742, 203, -10, 723, 195, -11, 777, 167, -20, 765, 172, -17, 746, 167, -8, 731, 161, -1
700, 146, 0, 687, 227, -7, 706, 297, -14, 717, 352, -19, 712, 397, -24, 802, 296, -6, 781, 280, -8, 760, 263, -16, 746, 253, -24, 828, 257, -7, 804, 243, 2, 784, 232, 0, 772, 223, -8, 838, 213, -8, 816, 208, -1, 799, 198, 0, 785, 189, -3, 838, 173, -10, 824, 172, -4, 806, 166, 3, 792, 159, 8
743, 117, 0, 710, 197, -13, 716, 277, -17, 721, 335, -19, 714, 382, -20, 811, 282, 0, 775, 271, 4, 757, 249, 0, 749, 234, -7, 841, 250, 3, 805, 240, 15, 788, 227, 10, 782, 212, 0, 853, 213, 7, 824, 211, 15, 810, 201, 14, 802, 188, 7, 855, 178, 10, 836, 178, 16, 821, 170, 22, 811, 159, 25
