1010, 55, 0, 1069, 110, -7, 1106, 193, -28, 1079, 275, -51, 1031, 305, -72, 1165, 187, -46, 1120, 307, -79, 1081, 281, -94, 1079, 246, -101, 1118, 174, -62, 1086, 317, -89, 1073, 378, -100, 1071, 430, -113, 1060, 165, -76, 1025, 278, -99, 1017, 246, -87, 1026, 211, -79, 1001, 163, -91, 986, 256, -103, 981, 230, -86, 985, 197, -74
876, 92, 0, 919, 138, -9, 944, 213, -24, 931, 284, -38, 899, 316, -49, 970, 222, -35, 925, 317, -69, 902, 290, -84, 901, 257, -87, 930, 214, -45, 890, 330, -69, 874, 385, -77, 866, 432, -84, 884, 205, -56, 850, 295, -81, 847, 266, -71, 854, 238, -60, 835, 198, -67, 819, 265, -82, 818, 239, -68, 823, 214, -55
737, 92, 0, 777, 135, -7, 801, 206, -23, 782, 273, -38, 748, 303, -50, 821, 212, -46, 778, 315, -75, 758, 293, -86, 760, 261, -88, 782, 202, -55, 743, 320, -76, 727, 376, -82, 719, 422, -89, 737, 192, -64, 707, 281, -85, 706, 256, -75, 712, 231, -65, 691, 186, -73, 678, 259, -84, 677, 235, -68, 678, 210, -56
614, 87, 0, 668, 143, -2, 696, 218, -8, 680, 283, -15, 643, 313, -20, 675, 242, -19, 634, 328, -40, 624, 307, -51, 632, 276, -52, 629, 233, -26, 594, 333, -38, 579, 390, -45, 571, 433, -50, 585, 221, -32, 565, 291, -45, 571, 275, -38, 579, 252, -30, 546, 207, -37, 542, 269, -38, 547, 251, -20, 552, 227, -5
545, 115, 0, 581, 161, -4, 605, 232, -13, 596, 295, -24, 561, 323, -31, 608, 249, -25, 568, 324, -52, 556, 303, -66, 561, 273, -68, 571, 239, -34, 534, 336, -51, 517, 392, -60, 507, 435, -66, 531, 226, -42, 500, 294, -62, 501, 274, -55, 509, 251, -45, 490, 212, -50, 477, 270, -58, 479, 248, -41, 483, 225, -27
457, 96, 0, 488, 152, 6, 490, 217, -1, 459, 263, -12, 417, 275, -20, 494, 240, -20, 454, 314, -41, 447, 294, -51, 453, 267, -51, 453, 229, -34, 415, 324, -48, 397, 376, -53, 384, 416, -57, 412, 212, -46, 392, 276, -57, 399, 260, -46, 405, 241, -36, 373, 194, -57, 369, 253, -54, 376, 236, -32, 380, 215, -16
467, 90, 0, 503, 158, -29, 503, 232, -45, 478, 283, -52, 444, 294, -53, 422, 214, -62, 441, 300, -83, 465, 273, -92, 470, 236, -92, 380, 204, -50, 391, 310, -67, 390, 364, -72, 382, 403, -74, 354, 194, -37, 389, 275, -44, 408, 262, -34, 417, 238, -25, 345, 187, -26, 377, 246, -22, 397, 234, -5, 408, 215, 8
480, 75, 0, 515, 140, -49, 515, 216, -71, 491, 269, -81, 456, 270, -82, 407, 192, -64, 439, 276, -87, 471, 251, -102, 473, 217, -108, 377, 182, -45, 398, 287, -65, 404, 339, -74, 396, 379, -80, 364, 174, -29, 407, 260, -43, 426, 245, -39, 424, 223, -34, 366, 172, -16, 395, 238, -22, 413, 225, -13, 416, 208, -4
532, 57, 0, 571, 121, -44, 580, 196, -65, 564, 250, -74, 530, 260, -75, 479, 178, -68, 515, 259, -88, 539, 234, -96, 540, 199, -98, 445, 172, -50, 477, 274, -68, 484, 330, -75, 482, 371, -80, 428, 167, -32, 479, 248, -42, 498, 233, -35, 502, 208, -28, 427, 162, -18, 467, 223, -21, 486, 209, -10, 492, 190, 0
553, 59, 0, 592, 114, 0, 610, 179, -6, 614, 234, -12, 597, 259, -14, 585, 194, -32, 562, 269, -48, 557, 248, -55, 559, 219, -54, 537, 186, -37, 521, 279, -49, 511, 333, -54, 505, 372, -57, 493, 176, -38, 511, 237, -44, 522, 229, -38, 527, 209, -31, 462, 168, -40, 493, 215, -33, 505, 205, -15, 510, 188, -1
560, 55, 0, 594, 106, 12, 606, 164, 9, 593, 212, 3, 564, 235, 0, 628, 203, -7, 579, 266, -17, 563, 249, -20, 567, 226, -18, 593, 201, -21, 546, 281, -29, 524, 329, -33, 513, 368, -37, 553, 191, -33, 519, 238, -38, 518, 214, -28, 524, 194, -20, 513, 176, -44, 497, 215, -40, 497, 194, -24, 501, 176, -11
468, 45, 0, 409, 89, -21, 388, 167, -43, 419, 222, -60, 461, 237, -71, 412, 150, -85, 445, 244, -109, 443, 218, -112, 439, 187, -110, 468, 135, -83, 502, 252, -104, 515, 312, -107, 530, 358, -111, 516, 126, -77, 525, 225, -90, 508, 210, -73, 500, 181, -59, 554, 123, -71, 543, 207, -73, 528, 196, -51, 526, 168, -35
458, 44, 0, 401, 89, -19, 380, 162, -44, 410, 217, -64, 452, 232, -79, 395, 148, -83, 438, 241, -109, 437, 215, -115, 433, 186, -115, 447, 131, -85, 487, 248, -110, 499, 307, -116, 516, 351, -120, 497, 118, -82, 518, 217, -97, 500, 203, -79, 491, 172, -63, 541, 112, -80, 537, 196, -81, 523, 184, -57, 520, 156, -39
451, 65, 0, 411, 101, -8, 391, 165, -31, 406, 217, -52, 426, 245, -70, 354, 180, -55, 407, 252, -85, 433, 240, -102, 438, 218, -112, 382, 167, -68, 433, 263, -96, 461, 315, -105, 479, 361, -113, 420, 153, -79, 477, 235, -96, 484, 209, -79, 477, 182, -67, 464, 141, -93, 504, 212, -99, 507, 191, -80, 498, 167, -65
457, 65, 0, 459, 129, -3, 448, 188, -19, 449, 235, -36, 456, 268, -51, 352, 201, -25, 414, 267, -53, 451, 284, -72, 471, 292, -85, 363, 190, -41, 423, 280, -71, 457, 330, -84, 479, 372, -92, 389, 175, -56, 467, 240, -81, 484, 205, -70, 478, 176, -58, 426, 160, -72, 488, 213, -87, 500, 186, -72, 493, 163, -58
460, 62, 0, 480, 149, 3, 471, 201, -8, 464, 241, -25, 459, 271, -42, 359, 210, -3, 416, 281, -32, 451, 324, -54, 479, 358, -69, 358, 199, -21, 421, 283, -51, 454, 321, -63, 470, 353, -70, 374, 187, -40, 460, 247, -69, 481, 205, -60, 476, 172, -48, 402, 173, -60, 470, 219, -77, 487, 191, -66, 482, 166, -53
461, 67, 0, 484, 152, 0, 479, 205, -10, 473, 243, -26, 464, 264, -42, 361, 211, -3, 411, 283, -32, 444, 329, -55, 471, 364, -69, 356, 201, -19, 415, 286, -49, 448, 329, -63, 467, 362, -70, 368, 190, -37, 454, 245, -66, 476, 205, -61, 474, 173, -50, 394, 177, -56, 463, 219, -73, 484, 195, -64, 484, 173, -52
458, 67, 0, 477, 151, 2, 468, 204, -10, 460, 242, -28, 459, 266, -44, 357, 208, -7, 409, 277, -33, 443, 314, -53, 468, 341, -66, 358, 199, -25, 415, 286, -53, 450, 333, -66, 470, 371, -72, 376, 188, -42, 460, 247, -68, 479, 208, -60, 475, 177, -49, 407, 178, -61, 474, 218, -76, 491, 191, -64, 487, 167, -51
429, 72, 0, 385, 107, -12, 363, 169, -37, 378, 219, -60, 403, 242, -80, 329, 184, -64, 382, 256, -93, 405, 242, -108, 407, 218, -117, 360, 170, -76, 409, 268, -105, 433, 322, -114, 449, 369, -121, 399, 156, -86, 450, 240, -103, 457, 215, -86, 451, 189, -75, 444, 145, -97, 479, 218, -104, 481, 198, -84, 475, 175, -70
434, 69, 0, 381, 110, -12, 359, 175, -31, 381, 231, -48, 415, 254, -59, 379, 172, -60, 412, 257, -82, 411, 233, -89, 408, 205, -90, 425, 162, -63, 457, 270, -83, 464, 325, -87, 477, 368, -92, 469, 154, -62, 485, 239, -73, 469, 226, -57, 464, 199, -44, 508, 149, -62, 503, 222, -61, 492, 208, -39, 490, 183, -22
