887, 145, 0, 851, 229, 0, 804, 307, -13, 772, 374, -26, 763, 431, -41, 728, 280, -34, 649, 254, -39, 669, 231, -38, 700, 226, -38, 718, 228, -40, 653, 204, -35, 681, 191, -28, 713, 194, -28, 717, 174, -42, 661, 165, -36, 688, 156, -21, 719, 157, -16, 721, 121, -44, 677, 126, -40, 705, 122, -24, 732, 121, -13
986, 166, 0, 952, 253, 3, 905, 333, -9, 882, 403, -23, 886, 462, -39, 845, 314, -39, 755, 289, -50, 784, 272, -52, 817, 276, -52, 835, 260, -48, 753, 244, -52, 782, 230, -44, 815, 232, -41, 830, 205, -54, 756, 201, -53, 781, 191, -36, 814, 191, -27, 829, 151, -59, 768, 157, -56, 785, 152, -39, 809, 151, -26
452, 141, 0, 435, 221, -10, 402, 290, -23, 371, 352, -36, 356, 400, -50, 289, 257, -12, 271, 248, -20, 303, 237, -31, 331, 231, -39, 275, 206, -13, 281, 193, -7, 312, 187, -13, 337, 186, -22, 277, 155, -13, 291, 151, -7, 318, 149, -6, 341, 151, -10, 285, 107, -14, 295, 107, -8, 322, 109, 0, 342, 113, 5
477, 124, 0, 444, 206, 0, 401, 269, -10, 367, 329, -22, 352, 377, -34, 322, 234, -19, 265, 221, -23, 293, 213, -26, 323, 213, -28, 315, 179, -22, 269, 177, -15, 294, 173, -11, 321, 173, -13, 317, 127, -23, 277, 137, -13, 299, 135, -2, 326, 133, 0, 321, 81, -24, 287, 97, -13, 311, 97, 2, 334, 96, 13
748, 231, 0, 711, 312, -9, 666, 386, -27, 647, 452, -47, 651, 510, -68, 552, 357, -32, 504, 295, -51, 539, 284, -67, 576, 295, -76, 548, 302, -38, 522, 250, -46, 556, 246, -51, 590, 257, -58, 558, 246, -43, 540, 212, -47, 570, 210, -42, 602, 219, -40, 573, 193, -49, 555, 172, -54, 587, 172, -44, 617, 180, -35
850, 98, 0, 812, 177, 4, 757, 251, -5, 726, 315, -16, 720, 371, -29, 688, 236, -16, 630, 203, -21, 650, 181, -25, 675, 179, -27, 680, 192, -24, 633, 152, -20, 658, 138, -17, 684, 145, -18, 681, 141, -30, 635, 116, -26, 662, 104, -14, 689, 110, -11, 687, 89, -36, 650, 79, -33, 677, 72, -20, 701, 76, -10
965, 283, 0, 925, 354, 5, 872, 423, -4, 848, 484, -16, 849, 537, -31, 786, 400, -15, 734, 354, -20, 762, 338, -23, 790, 344, -26, 782, 356, -25, 740, 310, -22, 769, 300, -18, 797, 310, -19, 789, 309, -33, 753, 274, -27, 781, 266, -16, 806, 276, -12, 802, 263, -41, 770, 242, -36, 797, 237, -22, 821, 244, -12
1020, 157, 0, 980, 230, 4, 922, 299, -6, 887, 358, -18, 886, 414, -31, 871, 288, -32, 791, 252, -42, 820, 238, -44, 851, 246, -44, 871, 236, -42, 794, 206, -47, 823, 195, -39, 855, 203, -37, 874, 182, -49, 801, 168, -52, 829, 159, -36, 861, 165, -28, 879, 129, -56, 824, 135, -58, 842, 134, -44, 865, 138, -34
1131, 262, 0, 1103, 327, -3, 1055, 401, -17, 1031, 460, -30, 1035, 512, -44, 1033, 408, -45, 938, 370, -68, 960, 349, -73, 990, 354, -74, 1037, 367, -55, 937, 322, -75, 965, 311, -68, 997, 321, -64, 1041, 321, -64, 948, 286, -83, 977, 277, -68, 1009, 286, -57, 1044, 274, -73, 971, 250, -89, 996, 246, -80, 1025, 255, -72
389, 157, 0, 420, 255, 0, 472, 342, -9, 502, 413, -18, 502, 469, -25, 553, 321, -21, 628, 299, -23, 600, 282, -20, 563, 284, -18, 567, 262, -29, 631, 248, -18, 601, 236, -8, 566, 236, -7, 571, 199, -35, 630, 198, -25, 601, 189, -7, 565, 187, -1, 569, 141, -40, 615, 152, -30, 586, 147, -10, 557, 143, 1
